,Fold,Alpha,k,Accuracy,Time,Kappa,Recall,F1 Score
47,2.0,25.0,15.0,0.9590000000000001,8481.455999999638,0.9544266831442483,0.9590000000000001,0.9589460950584086
48,2.0,25.0,20.0,0.9574523809523809,8531.45400000011,0.9527061513239143,0.9574523809523809,0.957378876038546
49,2.0,25.0,25.0,0.9547857142857143,8539.001500000239,0.9497414134350359,0.9547857142857143,0.9547196045581253
50,2.0,25.0,30.0,0.9523571428571429,8609.540999999837,0.9470413040169936,0.9523571428571429,0.9522803443475398
51,2.0,25.0,35.0,0.9500238095238096,8700.449999999932,0.944447095352391,0.9500238095238096,0.9499466359876376
52,2.0,25.0,40.0,0.9489047619047619,8770.084499999597,0.9432028250279534,0.9489047619047619,0.9488245830321518
53,2.0,25.0,45.0,0.9476904761904762,8891.271499999846,0.9418528036905791,0.9476904761904762,0.9476134371069392
54,2.0,25.0,50.0,0.9458571428571428,9005.72000000014,0.9398142878164175,0.9458571428571428,0.9457800253267001
55,2.0,30.0,1.0,0.9660238095238095,9669.555999999859,0.9622353323002912,0.9660238095238095,0.9659938500482677
56,2.0,30.0,5.0,0.9672142857142858,9371.75099999999,0.9635578301869413,0.9672142857142858,0.9671632275067223
57,2.0,30.0,10.0,0.9645714285714286,9352.300499999814,0.9606197850283689,0.9645714285714286,0.9645143102928453
58,2.0,30.0,15.0,0.9622142857142857,9500.237999999797,0.9579994907754736,0.9622142857142857,0.9621574433281284
59,2.0,30.0,20.0,0.9590000000000001,9535.199499999748,0.954426103938862,0.9590000000000001,0.9589284189110587
60,2.0,30.0,25.0,0.9562380952380952,9610.30050000008,0.9513553958429946,0.9562380952380952,0.956167257965306
61,2.0,30.0,30.0,0.9545714285714286,9618.820499999969,0.9495025861558841,0.9545714285714286,0.9545044376800004
62,2.0,30.0,35.0,0.9523571428571429,9782.225500000039,0.9470406131992843,0.9523571428571429,0.9522880457222751
63,2.0,30.0,40.0,0.9512380952380952,9902.646499999775,0.9457963425200042,0.9512380952380952,0.9511681587797184
64,2.0,30.0,45.0,0.9488571428571428,9919.875499999847,0.9431491193439068,0.9488571428571428,0.9487857410565017
65,2.0,30.0,50.0,0.9471190476190476,9915.81799999986,0.9412164899730197,0.9471190476190476,0.9470465468335596
66,2.0,35.0,1.0,0.9662619047619048,11586.614999999882,0.9624996504761931,0.9662619047619048,0.9662290060907314
67,2.0,35.0,5.0,0.9683571428571429,11325.94600000013,0.9648280403743265,0.9683571428571429,0.9683117497725495
68,2.0,35.0,10.0,0.9651428571428571,11393.619499999859,0.9612545993960802,0.9651428571428571,0.9650798618276564
69,2.0,35.0,15.0,0.9626666666666667,11463.377999999977,0.9585018359915685,0.9626666666666667,0.9626149628136367
70,2.0,35.0,20.0,0.9595238095238094,11580.30699999975,0.9550077459780291,0.9595238095238094,0.9594615956788418
71,2.0,35.0,25.0,0.9567142857142856,11621.89900000044,0.9518841979970185,0.9567142857142856,0.9566509558437684
72,2.0,35.0,30.0,0.9548095238095238,11678.091999999822,0.9497664306060996,0.9548095238095238,0.954744217862178
73,2.0,35.0,35.0,0.9532857142857143,11745.167499999865,0.9480720931908801,0.9532857142857143,0.9532296915756651
74,2.0,35.0,40.0,0.9510952380952381,11858.345999999927,0.9456367370174905,0.9510952380952381,0.9510337327428144
75,2.0,35.0,45.0,0.9493095238095238,11933.891499999958,0.9436513204621655,0.9493095238095238,0.949245840142434
76,2.0,35.0,50.0,0.9481190476190475,11967.798500000128,0.9423275764353611,0.9481190476190475,0.948044953378382
77,2.0,40.0,1.0,0.9662619047619048,12621.529999999837,0.9624995352256043,0.9662619047619048,0.9662278746402504
78,2.0,40.0,5.0,0.9671666666666667,12342.055499999959,0.9635045113668175,0.9671666666666667,0.9671110194391159
79,2.0,40.0,10.0,0.9646428571428571,12420.603499999914,0.9606983617707648,0.9646428571428571,0.964584405366587
80,2.0,40.0,15.0,0.9616428571428571,12456.592,0.9573631984776906,0.9616428571428571,0.961584292914044
81,2.0,40.0,20.0,0.9591904761904761,12514.74300000001,0.9546366427290605,0.9591904761904761,0.9591276707258608
82,2.0,40.0,25.0,0.9563571428571429,12601.45200000028,0.9514866067816711,0.9563571428571429,0.9562945648569576
83,2.0,40.0,30.0,0.9543571428571429,12647.667499999785,0.9492630169537515,0.9543571428571429,0.9542853925599634
84,2.0,40.0,35.0,0.9521190476190476,12755.725499999982,0.9467748377237927,0.9521190476190476,0.9520494294229941
85,2.0,40.0,40.0,0.950047619047619,12819.496999999785,0.9444717259697766,0.950047619047619,0.9499782222840402
86,2.0,40.0,45.0,0.9482142857142857,12884.51149999969,0.942433459738469,0.9482142857142857,0.9481377888354228
87,2.0,40.0,50.0,0.9460238095238096,13008.26600000022,0.9399976270301101,0.9460238095238096,0.9459483820254075
88,2.0,45.0,1.0,0.9662619047619048,14396.704999999884,0.9624993768412172,0.9662619047619048,0.9662239497193479
89,2.0,45.0,5.0,0.9672142857142858,14288.472999999725,0.9635571462376783,0.9672142857142858,0.9671609969697769
90,2.0,45.0,10.0,0.9643571428571429,14245.983500000078,0.9603806296128323,0.9643571428571429,0.9642972246791294
91,2.0,45.0,15.0,0.9613809523809524,14283.245500000077,0.9570719483626058,0.9613809523809524,0.9613159871130748
92,2.0,45.0,20.0,0.9587380952380953,14285.007999999722,0.9541331855624132,0.9587380952380953,0.9586739589441626
93,2.0,45.0,25.0,0.9558809523809524,14416.2745000001,0.9509569661026196,0.9558809523809524,0.9558154050681721
94,2.0,45.0,30.0,0.9536190476190476,14445.338000000105,0.9484417101385143,0.9536190476190476,0.9535570053875031
95,2.0,45.0,35.0,0.9511666666666667,14532.463000000063,0.9457151443969177,0.9511666666666667,0.9511020436416557
96,2.0,45.0,40.0,0.9491190476190476,14585.076999999841,0.9434385652949221,0.9491190476190476,0.9490497811018052
97,2.0,45.0,45.0,0.9467857142857143,14690.669499999842,0.9408440120802406,0.9467857142857143,0.9467166059223725
98,2.0,45.0,50.0,0.9454761904761905,14750.677999999936,0.939387973877331,0.9454761904761905,0.9454094997733802
99,2.0,50.0,1.0,0.9666428571428571,15364.104999999938,0.9629227763389547,0.9666428571428571,0.966602083198
100,2.0,50.0,5.0,0.967047619047619,15019.947500000171,0.9633716453808319,0.967047619047619,0.9669995668149727
101,2.0,50.0,10.0,0.9637857142857142,15134.88300000006,0.9597451139302855,0.9637857142857142,0.9637199861598169
102,2.0,50.0,15.0,0.9607857142857144,15124.912999999822,0.9564099909454034,0.9607857142857144,0.9607276213936565
103,2.0,50.0,20.0,0.9581904761904763,15233.572499999866,0.9535244562238017,0.9581904761904763,0.9581295008365209
104,2.0,50.0,25.0,0.9557142857142857,15271.730499999876,0.9507712091533942,0.9557142857142857,0.955658189371285
105,2.0,50.0,30.0,0.9534523809523809,15434.654499999964,0.9482563891902425,0.9534523809523809,0.953394174852224
106,2.0,50.0,35.0,0.9509761904761904,15415.330000000324,0.9455031612748044,0.9509761904761904,0.9509113679583534
107,2.0,50.0,40.0,0.9490714285714286,15613.601000000017,0.9433851778257265,0.9490714285714286,0.9490010040151295
108,2.0,50.0,45.0,0.9467142857142857,15611.765000000276,0.9407644306378544,0.9467142857142857,0.9466469268838373
109,2.0,50.0,50.0,0.9446904761904762,15710.873500000274,0.9385141625593865,0.9446904761904762,0.9446152190486813
110,2.0,55.0,1.0,0.9661190476190475,17051.586500000325,0.9623403783511666,0.9661190476190475,0.9660819686964264
111,2.0,55.0,5.0,0.9669761904761904,16832.078999999794,0.9632922062404086,0.9669761904761904,0.9669296426458203
112,2.0,55.0,10.0,0.9637142857142857,16852.251000000026,0.9596657919207554,0.9637142857142857,0.9636521190445744
113,2.0,55.0,15.0,0.9602142857142857,16912.534999999934,0.9557746060812526,0.9602142857142857,0.9601542906130349
114,2.0,55.0,20.0,0.9575476190476191,17023.368000000344,0.9528094577823105,0.9575476190476191,0.9574830747295582
115,2.0,55.0,25.0,0.9548571428571428,17050.420999999802,0.949818296746123,0.9548571428571428,0.9547988987952816
116,2.0,55.0,30.0,0.9523333333333333,17164.109000000168,0.9470119347866437,0.9523333333333333,0.9522753187862976
117,2.0,55.0,35.0,0.9504523809523809,17168.50150000005,0.9449205015683646,0.9504523809523809,0.9503886575078686
118,2.0,55.0,40.0,0.9483333333333333,17303.546500000266,0.9425644314846006,0.9483333333333333,0.9482599960816327
119,2.0,55.0,45.0,0.9456428571428571,17356.22650000016,0.9395729319155688,0.9456428571428571,0.9455763104830471
120,2.0,55.0,50.0,0.9440714285714286,17449.647000000143,0.9378253046711493,0.9440714285714286,0.9440084455843099
121,2.0,60.0,1.0,0.9660714285714285,18296.364499999756,0.962287338015208,0.9660714285714285,0.9660312438209198
122,2.0,60.0,5.0,0.9661190476190475,17751.526499999614,0.9623392077304194,0.9661190476190475,0.9660660505847058
123,2.0,60.0,10.0,0.9631190476190477,17811.02400000009,0.9590039369848185,0.9631190476190477,0.96304913527547
124,2.0,60.0,15.0,0.9597380952380953,17927.007999999885,0.9552446710517868,0.9597380952380953,0.9596763535477455
125,2.0,60.0,20.0,0.957095238095238,17962.5585,0.9523062222856363,0.957095238095238,0.9570337457328703
126,2.0,60.0,25.0,0.9537142857142857,18031.019500000297,0.948547085023669,0.9537142857142857,0.9536523156274238
127,2.0,60.0,30.0,0.9522857142857143,18045.123999999872,0.9469584569844836,0.9522857142857143,0.9522297065778103
128,2.0,60.0,35.0,0.9496904761904762,18224.256000000198,0.9440730967765654,0.9496904761904762,0.9496276846122618
129,2.0,60.0,40.0,0.9481190476190476,18233.31049999979,0.9423254494112518,0.9481190476190476,0.9480550134810128
130,2.0,60.0,45.0,0.9454761904761905,18373.005499999977,0.9393868695787129,0.9454761904761905,0.9454085577314384
131,2.0,60.0,50.0,0.9438333333333333,18408.70600000028,0.9375601257506053,0.9438333333333333,0.9437725230584348
132,2.0,65.0,1.0,0.9656666666666667,20290.378000000033,0.9618374084899046,0.9656666666666667,0.9656245562154684
133,2.0,65.0,5.0,0.9653095238095237,19787.277000000246,0.9614392540985863,0.9653095238095237,0.9652517123437387
134,2.0,65.0,10.0,0.9627142857142856,19937.27599999988,0.958553576417842,0.9627142857142856,0.9626478688251111
135,2.0,65.0,15.0,0.9591428571428571,20057.436999999707,0.954582691480184,0.9591428571428571,0.9590844018922131
136,2.0,65.0,20.0,0.9568809523809524,20009.508999999867,0.9520674433303622,0.9568809523809524,0.9568162541841319
137,2.0,65.0,25.0,0.9535,20134.13500000013,0.9483081808112002,0.9535,0.9534424170440037
138,2.0,65.0,30.0,0.9514285714285715,20208.499000000076,0.9460051575829498,0.9514285714285715,0.9513680040344183
139,2.0,65.0,35.0,0.948595238095238,20249.035500000216,0.9428549138970482,0.948595238095238,0.9485326094621416
140,2.0,65.0,40.0,0.9468333333333334,20359.966499999813,0.9408955194912488,0.9468333333333334,0.946764063738221
141,2.0,65.0,45.0,0.9446904761904762,20339.752999999975,0.9385129523762,0.9446904761904762,0.9446268497181591
142,2.0,65.0,50.0,0.9428809523809524,20444.897000000085,0.9365006190392317,0.9428809523809524,0.9428164319967645
143,2.0,70.0,1.0,0.9651904761904762,21325.436499999796,0.9613080539100837,0.9651904761904762,0.9651482280966278
144,2.0,70.0,5.0,0.9652857142857143,20954.08899999984,0.9614127349689945,0.9652857142857143,0.9652260342763377
145,2.0,70.0,10.0,0.9623571428571429,20986.739000000285,0.9581563849136314,0.9623571428571429,0.9622809463664982
146,2.0,70.0,15.0,0.9590000000000001,21042.8955000001,0.9544236666193049,0.9590000000000001,0.9589409083445757
147,2.0,70.0,20.0,0.9559761904761905,21142.40499999971,0.9510615545232893,0.9559761904761905,0.955902420778566
148,2.0,70.0,25.0,0.9530000000000001,21235.721000000012,0.947752283582481,0.9530000000000001,0.9529369754195125
149,2.0,70.0,30.0,0.9508571428571428,21195.70300000032,0.9453695287384363,0.9508571428571428,0.9507891042111178
150,2.0,70.0,35.0,0.9479761904761905,21340.470500000265,0.9421662548763396,0.9479761904761905,0.9479103863397587
151,2.0,70.0,40.0,0.9464285714285714,21439.523500000178,0.9404451314390552,0.9464285714285714,0.9463548065586369
152,2.0,70.0,45.0,0.943857142857143,21560.635000000162,0.9375855996736782,0.943857142857143,0.9437926584449136
153,2.0,70.0,50.0,0.9417380952380953,21632.30199999964,0.9352292802709301,0.9417380952380953,0.9416686228967048
154,2.0,75.0,1.0,0.9650238095238095,23364.37100000012,0.9611227678783554,0.9650238095238095,0.9649825174749138
155,2.0,75.0,5.0,0.9652857142857143,23112.56049999997,0.9614125065013535,0.9652857142857143,0.9652271629717768
156,2.0,75.0,10.0,0.9618809523809524,23199.721999999838,0.9576268947059207,0.9618809523809524,0.9618017133705998
157,2.0,75.0,15.0,0.9582619047619048,23144.426499999896,0.9536030423119137,0.9582619047619048,0.958194154357686
158,2.0,75.0,20.0,0.9552380952380952,23223.215499999926,0.9502406556338778,0.9552380952380952,0.9551668056744455
159,2.0,75.0,25.0,0.9526666666666667,23245.306000000255,0.9473815506652048,0.9526666666666667,0.9525962275180986
160,2.0,75.0,30.0,0.950047619047619,23396.084500000256,0.9444693214868454,0.950047619047619,0.9499803533543079
161,2.0,75.0,35.0,0.9473333333333334,23463.591999999608,0.941451086043398,0.9473333333333334,0.9472591260756253
162,2.0,75.0,40.0,0.9453333333333334,23553.316500000165,0.9392269072350397,0.9453333333333334,0.9452536006368418
163,2.0,75.0,45.0,0.9429047619047619,23596.770000000106,0.9365261354495278,0.9429047619047619,0.9428422902759905
164,2.0,75.0,50.0,0.9417619047619048,23760.087500000052,0.9352551813403529,0.9417619047619048,0.9417021161942998
165,2.0,80.0,1.0,0.9643809523809523,24147.417000000358,0.9604081160537645,0.9643809523809523,0.9643372473888916
166,2.0,80.0,5.0,0.9653095238095237,23833.05449999989,0.9614388858469682,0.9653095238095237,0.965246556897093
167,2.0,80.0,10.0,0.9613333333333334,23921.556000000237,0.9570180535448032,0.9613333333333334,0.9612521808480441
168,2.0,80.0,15.0,0.9580238095238095,23971.776999999747,0.9533383993289954,0.9580238095238095,0.9579557142940196
169,2.0,80.0,20.0,0.9551666666666667,23983.967500000515,0.9501610357172907,0.9551666666666667,0.9550944483393891
170,2.0,80.0,25.0,0.9517857142857142,24131.972000000133,0.9464023099724854,0.9517857142857142,0.9517086598902034
171,2.0,80.0,30.0,0.9494285714285714,24139.158499999896,0.9437810236948684,0.9494285714285714,0.9493563738893798
172,2.0,80.0,35.0,0.9466666666666667,24293.144500000155,0.9407099554744203,0.9466666666666667,0.9465923032430447
173,2.0,80.0,40.0,0.9447142857142857,24387.23949999985,0.9385384370861221,0.9447142857142857,0.9446437376659572
174,2.0,80.0,45.0,0.9425,24478.78499999956,0.9360759594485667,0.9425,0.9424308288571668
175,2.0,80.0,50.0,0.9413333333333334,24554.344499999843,0.9347784625960573,0.9413333333333334,0.9412635572265808
176,2.0,85.0,1.0,0.9647380952380953,26320.06750000005,0.960805041418908,0.9647380952380953,0.9646936363197327
177,2.0,85.0,5.0,0.9647619047619047,26035.191500000336,0.9608301143587668,0.9647619047619047,0.9646929335993963
178,2.0,85.0,10.0,0.9605952380952381,26035.6955000002,0.9561971655308625,0.9605952380952381,0.9605114702147117
179,2.0,85.0,15.0,0.9576190476190476,26054.639000000177,0.9528880596179835,0.9576190476190476,0.9575482792729835
180,2.0,85.0,20.0,0.9546666666666667,26196.36549999973,0.9496050031431188,0.9546666666666667,0.9545872348495413
181,2.0,85.0,25.0,0.9513095238095238,26225.647000000892,0.9458723102249839,0.9513095238095238,0.9512296778436433
182,2.0,85.0,30.0,0.9487619047619047,26257.18950000055,0.9430393333187403,0.9487619047619047,0.948680845360411
183,2.0,85.0,35.0,0.9457857142857142,26385.52850000019,0.9397297959846652,0.9457857142857142,0.9457142229147391
184,2.0,85.0,40.0,0.944047619047619,26493.159500000274,0.937796549315954,0.944047619047619,0.9439862217513029
185,2.0,85.0,45.0,0.9419285714285714,26571.029499999895,0.9354401340017868,0.9419285714285714,0.9418630123249676
186,2.0,85.0,50.0,0.940952380952381,26633.51050000074,0.9343543910896266,0.940952380952381,0.9408906693865251
187,2.0,90.0,1.0,0.9645238095238096,27419.24199999994,0.9605668084345506,0.9645238095238096,0.9644757504934234
188,2.0,90.0,5.0,0.9643571428571429,27126.02850000053,0.9603801051688932,0.9643571428571429,0.9642873778835427
189,2.0,90.0,10.0,0.9603095238095238,27098.426000000018,0.9558792294210483,0.9603095238095238,0.9602181836386388
190,2.0,90.0,15.0,0.9577619047619048,27269.278499999928,0.9530469046113099,0.9577619047619048,0.957692856646963
191,2.0,90.0,20.0,0.9543809523809523,27314.058000000157,0.9492871627324797,0.9543809523809523,0.9543028630098338
192,2.0,90.0,25.0,0.9510000000000001,27360.932500000672,0.9455280915719633,0.9510000000000001,0.9509146988347383
193,2.0,90.0,30.0,0.948452380952381,27417.889500000456,0.9426948570366718,0.948452380952381,0.9483688698966898
194,2.0,90.0,35.0,0.9458333333333333,27410.518999999338,0.9397826663299236,0.9458333333333333,0.9457667870427136
195,2.0,90.0,40.0,0.9436428571428572,27574.364000000514,0.9373463246165372,0.9436428571428572,0.9435782344579269
196,2.0,90.0,45.0,0.941952380952381,27665.543500000695,0.9354664921124046,0.941952380952381,0.9418883940826157
197,2.0,90.0,50.0,0.9407142857142857,27719.278500000655,0.9340893026731949,0.9407142857142857,0.9406577668214655
198,2.0,95.0,1.0,0.9645238095238096,29664.797499999167,0.9605668386423207,0.9645238095238096,0.9644783308693088
199,2.0,95.0,5.0,0.9638333333333333,29430.367999999817,0.9597977459635265,0.9638333333333333,0.9637628532332281
200,2.0,95.0,10.0,0.9601666666666666,29432.956000000104,0.9557204395691279,0.9601666666666666,0.9600771318841199
201,2.0,95.0,15.0,0.9571428571428571,29506.210499999725,0.9523583836253362,0.9571428571428571,0.9570662810059241
202,2.0,95.0,20.0,0.9540714285714286,29512.975999999297,0.9489430998103177,0.9540714285714286,0.9539956996689483
203,2.0,95.0,25.0,0.9510714285714286,29545.502000000397,0.9456073462926524,0.9510714285714286,0.9509956799517378
204,2.0,95.0,30.0,0.9484523809523809,29626.51699999947,0.9426948003567447,0.9484523809523809,0.9483685917885802
205,2.0,95.0,35.0,0.9457380952380952,29761.476500000528,0.9396763224982223,0.9457380952380952,0.9456752942096327
206,2.0,95.0,40.0,0.9436666666666667,29831.383999999845,0.9373726925557085,0.9436666666666667,0.9436047021033414
207,2.0,95.0,45.0,0.9417380952380953,29956.706499999884,0.9352278293922622,0.9417380952380953,0.9416738133671303
208,2.0,95.0,50.0,0.9396666666666667,30012.481999999865,0.9329241581324288,0.9396666666666667,0.9395963027636655
209,2.0,100.0,1.0,0.9642857142857142,30234.85600000026,0.9603021600901331,0.9642857142857142,0.964243312034689
210,2.0,100.0,5.0,0.9639047619047619,29957.40849999993,0.9598769874589604,0.9639047619047619,0.9638330517600646
211,2.0,100.0,10.0,0.9597619047619048,30409.323500000253,0.955270551073205,0.9597619047619048,0.9596645145606696
212,2.0,100.0,15.0,0.9567380952380953,32896.40150000059,0.9519083716084986,0.9567380952380953,0.956657586273319
213,2.0,100.0,20.0,0.9538809523809524,32071.442999999817,0.9487311569453065,0.9538809523809524,0.9538036412438009
214,2.0,100.0,25.0,0.950404761904762,30713.082500000382,0.9448658272498491,0.950404761904762,0.9503216071726313
215,2.0,100.0,30.0,0.9478095238095239,30505.679000000557,0.9419799885376083,0.9478095238095239,0.9477246238955161
216,2.0,100.0,35.0,0.9452619047619047,30432.184500000178,0.9391469757862814,0.9452619047619047,0.9451926922989475
217,2.0,100.0,40.0,0.9431904761904761,32655.729999999494,0.9368431323831643,0.9431904761904761,0.9431201489268876
218,2.0,100.0,45.0,0.9411666666666667,31427.682000000004,0.9345924310653986,0.9411666666666667,0.941106143107143
219,2.0,100.0,50.0,0.9391428571428571,30578.996999999843,0.9323415749302217,0.9391428571428571,0.9390762725115547
0,5.0,5.0,1.0,0.681904761904762,2221.396200000163,0.6464071927488135,0.681904761904762,0.6815803874371231
1,5.0,5.0,5.0,0.726404761904762,1881.7986000001838,0.6958886001729278,0.726404761904762,0.7244332504616302
2,5.0,5.0,10.0,0.7435476190476191,1880.123599999206,0.71494874869524,0.7435476190476191,0.7420190661535139
3,5.0,5.0,15.0,0.7488095238095239,1868.7031999990722,0.7207992354265021,0.7488095238095239,0.7475350104578096
4,5.0,5.0,20.0,0.7497380952380952,1968.1543999991845,0.7218325925303593,0.7497380952380952,0.7484485211973358
5,5.0,5.0,25.0,0.7487142857142857,1931.732600000396,0.7206931950187074,0.7487142857142857,0.7474761377711812
6,5.0,5.0,30.0,0.7494523809523809,1914.8199999999633,0.7215140309840278,0.7494523809523809,0.7482898865160953
7,5.0,5.0,35.0,0.7486666666666666,1970.79679999988,0.7206373700404687,0.7486666666666666,0.7474437374600454
8,5.0,5.0,40.0,0.748047619047619,1967.4556000001758,0.7199493461335772,0.748047619047619,0.7468412370887552
9,5.0,5.0,45.0,0.7466428571428572,2028.966600000058,0.718385805236026,0.7466428571428572,0.7453458759172268
10,5.0,5.0,50.0,0.7467619047619047,2076.4218000003893,0.7185163607313924,0.7467619047619047,0.7454041058311246
11,5.0,10.0,1.0,0.9075238095238095,2906.138000000283,0.8972118609367994,0.9075238095238095,0.9074753886383226
12,5.0,10.0,5.0,0.922904761904762,2515.81420000075,0.9143068596069167,0.922904761904762,0.9226925183536263
13,5.0,10.0,10.0,0.9218333333333334,2536.9049999993877,0.9131157835283435,0.9218333333333334,0.9215961746744078
14,5.0,10.0,15.0,0.9201666666666668,2599.3137999998,0.9112638979245183,0.9201666666666668,0.92000834806986
15,5.0,10.0,20.0,0.9183809523809524,2700.6984000003285,0.909279135792454,0.9183809523809524,0.9181634375881398
16,5.0,10.0,25.0,0.916,2610.5080000008456,0.9066331433617787,0.916,0.9158142604229033
17,5.0,10.0,30.0,0.9145238095238095,2663.3980000005977,0.904991204076399,0.9145238095238095,0.9143170431866151
18,5.0,10.0,35.0,0.9137857142857143,2691.9741999994585,0.9041710205847655,0.9137857142857143,0.9136077345063173
19,5.0,10.0,40.0,0.9118571428571428,2733.2135999997263,0.9020269119995101,0.9118571428571428,0.9116662935721116
20,5.0,10.0,45.0,0.9107380952380952,2757.9390000002604,0.9007824070036898,0.9107380952380952,0.9105547589459011
