,Accuracy,Time,Kappa,Recall,F1 Score
0,0.975,8.930563999999997,0.9722124958956723,0.975,0.9749867517617464
1,0.9767857142857143,9.421261999999999,0.974191396196149,0.9767857142857143,0.9767602799680708
2,0.9703571428571428,8.704394999999991,0.9670522064688069,0.9703571428571428,0.9703264945152639
3,0.969047619047619,8.470627000000007,0.9655973843300654,0.969047619047619,0.9689856412688392
4,0.9746428571428571,8.688869000000011,0.9718112425215779,0.9746428571428571,0.9745918140726086
